month,barangay,age,gender,employment_status,educational_attainment,current_skill,work_experience,desired_career,applied_course
9,Bagroy,27,Female,Self-employed,College Undergraduate,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
12,Lag-asan,45,Male,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
1,Bacong,29,Male,Wage Employed,Junior High,Electrical Repair,Manufacturing,Business,Electrical Installation and Maintenance NC II
6,Mailum,30,Male,Unemployed,Senior High,Baking,Business,Hospitality,Bread and Pastry NC II
9,Pacol,40,Female,Underemployed,Elementary Graduate,Carpentry,Government,Construction,Carpentry NC II
12,Bacong,33,Male,Unemployed,Junior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
3,Bagroy,18,Male,Unemployed,Senior High,Masonry,Retail,Business,Masonry NC II
3,Busay,50,Male,Self-employed,College Graduate,Computer Literacy,Business,Business,Computer Systems Servicing NC II
11,Caridad,31,Male,Wage Employed,College Graduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
2,Sagasa,36,Male,Underemployed,Elementary Graduate,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
1,Busay,19,Female,Self-employed,Senior High,Electrical Repair,Government,ICT,Electrical Installation and Maintenance NC II
11,Ilijan,28,Female,Self-employed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
5,Busay,26,Male,Wage Employed,Junior High,Driving,Business,Agriculture,Driving NC II
7,Alianza,35,Male,Self-employed,Senior High,Welding,None,Construction,Shielded Metal Arc Welding NC I
2,Poblacion,26,Male,Self-employed,Senior High,Baking,Agriculture,Hospitality,Bread and Pastry NC II
5,Caridad,24,Female,Unemployed,College Undergraduate,Cooking,Hospitality,Hospitality,Cookery NC II
5,Pacol,27,Male,Self-employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
3,Pacol,32,Male,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
6,Busay,23,Male,Self-employed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
9,Tabunan,20,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
8,Busay,34,Female,Unemployed,Elementary Graduate,Driving,ICT,Transportation,Driving NC II
2,Dulao,22,Male,Underemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
12,Poblacion,31,Male,Wage Employed,College Graduate,Driving,Agriculture,Business,Driving NC II
8,Binubuhan,42,Male,Unemployed,College Undergraduate,Baking,Business,Hospitality,Bread and Pastry NC II
5,Dulao,36,Male,Unemployed,Junior High,Masonry,Agriculture,Construction,Masonry NC II
3,Poblacion,48,Female,Unemployed,College Undergraduate,Baking,None,Hospitality,Bread and Pastry NC II
5,Abuanan,22,Female,Self-employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
6,Ma-ao,29,Male,Unemployed,Senior High,Carpentry,Retail,Hospitality,Carpentry NC II
1,Abuanan,35,Male,Self-employed,Junior High,Driving,Retail,Transportation,Driving NC II
3,Busay,29,Male,Unemployed,College Graduate,Driving,Transportation,Transportation,Driving NC II
12,Bacong,18,Male,Underemployed,Junior High,Baking,Business,Hospitality,Bread and Pastry NC II
6,Dulao,20,Male,Wage Employed,Junior High,Masonry,Manufacturing,Construction,Masonry NC II
7,Lag-asan,18,Male,Unemployed,Senior High,Carpentry,Agriculture,Agriculture,Carpentry NC II
2,Ma-ao,21,Male,Self-employed,College Undergraduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
5,Ma-ao,18,Female,Underemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
12,Poblacion,21,Male,Underemployed,Senior High,Carpentry,Agriculture,Construction,Carpentry NC II
6,Bagroy,48,Female,Unemployed,College Undergraduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
9,Busay,30,Male,Wage Employed,College Graduate,Electrical Repair,Construction,ICT,Electrical Installation and Maintenance NC II
12,Balingasag,45,Male,Wage Employed,Senior High,Masonry,Construction,Construction,Masonry NC II
5,Taloc,31,Male,Wage Employed,College Undergraduate,Welding,Construction,ICT,Shielded Metal Arc Welding NC I
6,Ma-ao,39,Male,Wage Employed,Senior High,Driving,Transportation,Agriculture,Driving NC II
7,Caridad,28,Female,Underemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
11,Abuanan,37,Male,Self-employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
3,Pacol,20,Male,Unemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
8,Busay,26,Female,Wage Employed,College Graduate,Computer Literacy,Government,Business,Computer Systems Servicing NC II
4,Taloc,22,Male,Underemployed,Elementary Graduate,Driving,Government,Transportation,Driving NC II
4,Sagasa,46,Male,Underemployed,College Graduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
12,Calumangan,27,Male,Wage Employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
5,Poblacion,29,Male,Self-employed,Junior High,Carpentry,Business,Construction,Carpentry NC II
6,Napoles,22,Male,Wage Employed,Elementary Graduate,Driving,Government,Transportation,Driving NC II
9,Pacol,33,Female,Self-employed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
11,Bacong,20,Male,Wage Employed,Junior High,Cooking,None,Hospitality,Cookery NC II
6,Alianza,21,Male,Unemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
11,Pacol,40,Male,Wage Employed,College Undergraduate,Cooking,Agriculture,Business,Cookery NC II
3,Alianza,42,Male,Underemployed,Junior High,Carpentry,Government,Construction,Carpentry NC II
6,Poblacion,18,Female,Wage Employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
6,Malingin,39,Female,Unemployed,Elementary Graduate,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
6,Poblacion,54,Female,Underemployed,College Graduate,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
1,Bacong,33,Male,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
8,Ma-ao,35,Male,Self-employed,College Undergraduate,Carpentry,Agriculture,Agriculture,Carpentry NC II
6,Sagasa,18,Male,Unemployed,Junior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
8,Caridad,30,Male,Unemployed,Junior High,Electrical Repair,None,Construction,Electrical Installation and Maintenance NC II
7,Alianza,46,Male,Underemployed,College Undergraduate,Masonry,Construction,Construction,Masonry NC II
6,Busay,20,Female,Wage Employed,Elementary Graduate,Cooking,Retail,Business,Cookery NC II
9,Sagasa,27,Male,Underemployed,Senior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
10,Abuanan,32,Male,Self-employed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
2,Caridad,42,Male,Self-employed,College Graduate,Computer Literacy,Transportation,ICT,Computer Systems Servicing NC II
9,Ilijan,39,Male,Underemployed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
2,Poblacion,38,Male,Self-employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
2,Dulao,32,Female,Wage Employed,College Undergraduate,Cooking,Agriculture,Hospitality,Cookery NC II
12,Taloc,31,Female,Unemployed,College Undergraduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
8,Busay,41,Male,Self-employed,Junior High,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
11,Calumangan,22,Female,Underemployed,Senior High,Carpentry,Retail,Agriculture,Carpentry NC II
7,Bacong,22,Male,Wage Employed,Senior High,Masonry,Agriculture,Construction,Masonry NC II
12,Caridad,32,Male,Unemployed,College Undergraduate,Carpentry,Agriculture,Construction,Carpentry NC II
8,Ilijan,46,Male,Unemployed,College Undergraduate,Carpentry,Government,Construction,Carpentry NC II
1,Ma-ao,38,Male,Underemployed,Elementary Graduate,Baking,Retail,Agriculture,Bread and Pastry NC II
8,Dulao,23,Female,Underemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
8,Ilijan,31,Male,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
1,Bacong,43,Male,Wage Employed,College Undergraduate,Driving,Agriculture,Transportation,Driving NC II
2,Dulao,44,Male,Self-employed,Senior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
3,Lag-asan,38,Female,Unemployed,Senior High,Cooking,None,Hospitality,Cookery NC II
8,Taloc,34,Female,Wage Employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
5,Atipuluan,27,Female,Unemployed,Senior High,Driving,Retail,Transportation,Driving NC II
12,Taloc,40,Female,Wage Employed,Senior High,Computer Literacy,Retail,Hospitality,Computer Systems Servicing NC II
10,Sagasa,44,Female,Unemployed,College Undergraduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
8,Sagasa,26,Male,Wage Employed,College Graduate,Welding,Construction,Business,Shielded Metal Arc Welding NC I
8,Pacol,22,Female,Wage Employed,Elementary Graduate,Baking,Hospitality,Business,Bread and Pastry NC II
3,Alianza,40,Male,Wage Employed,College Undergraduate,Masonry,Agriculture,Business,Masonry NC II
8,Tabunan,27,Male,Underemployed,College Undergraduate,Cooking,Agriculture,Hospitality,Cookery NC II
12,Poblacion,22,Female,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
5,Atipuluan,38,Male,Self-employed,College Graduate,Computer Literacy,None,ICT,Computer Systems Servicing NC II
10,Ilijan,35,Male,Wage Employed,College Undergraduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
6,Sagasa,27,Male,Self-employed,College Undergraduate,Carpentry,Retail,Hospitality,Carpentry NC II
11,Mailum,26,Male,Unemployed,Elementary Graduate,Masonry,None,Construction,Masonry NC II
4,Busay,21,Male,Underemployed,Elementary Graduate,Masonry,Construction,Construction,Masonry NC II
1,Pacol,42,Male,Unemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
3,Abuanan,19,Female,Underemployed,Junior High,Baking,Business,Hospitality,Bread and Pastry NC II
4,Taloc,49,Male,Wage Employed,College Graduate,Masonry,Construction,Business,Masonry NC II
10,Pacol,34,Male,Underemployed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
9,Bacong,28,Female,Wage Employed,College Graduate,Cooking,Hospitality,Business,Cookery NC II
6,Mailum,20,Male,Unemployed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
4,Busay,20,Male,Underemployed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
2,Calumangan,38,Female,Wage Employed,College Undergraduate,Computer Literacy,Manufacturing,ICT,Computer Systems Servicing NC II
10,Malingin,49,Female,Unemployed,College Graduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
1,Busay,21,Female,Unemployed,Senior High,Driving,Agriculture,Transportation,Driving NC II
3,Atipuluan,30,Female,Self-employed,Senior High,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
2,Atipuluan,20,Male,Unemployed,Elementary Graduate,Computer Literacy,ICT,Business,Computer Systems Servicing NC II
10,Poblacion,26,Female,Self-employed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
1,Mailum,40,Female,Self-employed,Junior High,Driving,Transportation,Transportation,Driving NC II
4,Atipuluan,30,Female,Unemployed,Junior High,Baking,Retail,Hospitality,Bread and Pastry NC II
3,Malingin,29,Male,Unemployed,College Undergraduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
12,Binubuhan,24,Male,Unemployed,Junior High,Electrical Repair,Construction,Hospitality,Electrical Installation and Maintenance NC II
7,Balingasag,40,Male,Wage Employed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
2,Bacong,41,Female,Underemployed,Junior High,Driving,Transportation,Business,Driving NC II
9,Atipuluan,24,Male,Wage Employed,Senior High,Computer Literacy,Hospitality,ICT,Computer Systems Servicing NC II
11,Mailum,38,Male,Unemployed,Junior High,Computer Literacy,ICT,Business,Computer Systems Servicing NC II
6,Sagasa,31,Male,Self-employed,Elementary Graduate,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
3,Ma-ao,24,Male,Self-employed,College Graduate,Driving,Transportation,Business,Driving NC II
3,Poblacion,26,Male,Underemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
9,Ma-ao,22,Female,Wage Employed,Senior High,Carpentry,Business,Construction,Carpentry NC II
9,Caridad,43,Female,Wage Employed,College Undergraduate,Cooking,Hospitality,Hospitality,Cookery NC II
4,Ma-ao,26,Male,Wage Employed,Senior High,Masonry,Agriculture,Construction,Masonry NC II
2,Caridad,44,Female,Underemployed,College Graduate,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
7,Dulao,40,Male,Underemployed,Junior High,Masonry,None,Construction,Masonry NC II
3,Poblacion,18,Male,Unemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
11,Busay,26,Male,Self-employed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
12,Dulao,22,Male,Underemployed,Junior High,Driving,Business,Hospitality,Driving NC II
8,Pacol,29,Female,Underemployed,Senior High,Carpentry,Business,Construction,Carpentry NC II
4,Taloc,26,Female,Unemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
12,Taloc,40,Male,Wage Employed,College Undergraduate,Electrical Repair,Construction,ICT,Electrical Installation and Maintenance NC II
3,Busay,21,Male,Underemployed,Junior High,Masonry,Construction,Construction,Masonry NC II
3,Busay,52,Male,Unemployed,College Graduate,Driving,Agriculture,ICT,Driving NC II
9,Alianza,23,Female,Underemployed,Senior High,Baking,None,Transportation,Bread and Pastry NC II
12,Taloc,22,Male,Underemployed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
4,Busay,25,Male,Underemployed,Junior High,Carpentry,Manufacturing,Construction,Carpentry NC II
5,Dulao,25,Male,Unemployed,Elementary Graduate,Carpentry,Agriculture,Construction,Carpentry NC II
8,Bagroy,23,Male,Underemployed,College Graduate,Electrical Repair,Manufacturing,Business,Electrical Installation and Maintenance NC II
1,Malingin,39,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
1,Sagasa,23,Male,Self-employed,College Undergraduate,Electrical Repair,Construction,Business,Electrical Installation and Maintenance NC II
11,Abuanan,18,Male,Unemployed,Elementary Graduate,Carpentry,Agriculture,Construction,Carpentry NC II
10,Ma-ao,39,Female,Self-employed,Senior High,Driving,Retail,Transportation,Driving NC II
10,Napoles,33,Male,Wage Employed,Senior High,Carpentry,Retail,Construction,Carpentry NC II
1,Lag-asan,26,Female,Underemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
8,Poblacion,40,Male,Self-employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
12,Caridad,28,Male,Wage Employed,Senior High,Masonry,Construction,Construction,Masonry NC II
9,Abuanan,26,Male,Unemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
2,Ilijan,40,Female,Underemployed,College Graduate,Baking,None,Hospitality,Bread and Pastry NC II
4,Busay,37,Male,Unemployed,Junior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
1,Mailum,28,Female,Unemployed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
9,Bagroy,25,Female,Underemployed,Elementary Graduate,Driving,Agriculture,Transportation,Driving NC II
10,Tabunan,45,Male,Underemployed,College Graduate,Carpentry,Manufacturing,Construction,Carpentry NC II
1,Bacong,26,Male,Wage Employed,Senior High,Electrical Repair,Construction,Transportation,Electrical Installation and Maintenance NC II
2,Bacong,18,Female,Unemployed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
12,Napoles,23,Male,Self-employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
1,Binubuhan,21,Female,Self-employed,Junior High,Baking,None,Hospitality,Bread and Pastry NC II
2,Mailum,45,Female,Self-employed,College Undergraduate,Computer Literacy,Construction,ICT,Computer Systems Servicing NC II
2,Mailum,27,Male,Underemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
10,Bacong,33,Female,Self-employed,Elementary Graduate,Baking,Business,Hospitality,Bread and Pastry NC II
2,Caridad,33,Female,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
1,Mailum,40,Male,Underemployed,College Undergraduate,Driving,Government,Business,Driving NC II
12,Taloc,24,Male,Self-employed,Senior High,Cooking,Retail,Hospitality,Cookery NC II
3,Tabunan,31,Male,Self-employed,Junior High,Driving,Business,Transportation,Driving NC II
3,Mailum,22,Female,Underemployed,Junior High,Cooking,Transportation,Hospitality,Cookery NC II
1,Taloc,32,Male,Unemployed,Senior High,Masonry,Construction,Transportation,Masonry NC II
11,Taloc,20,Female,Self-employed,Senior High,Cooking,Business,Hospitality,Cookery NC II
11,Busay,37,Male,Underemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
3,Poblacion,38,Female,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
8,Caridad,42,Male,Wage Employed,College Graduate,Computer Literacy,Retail,Transportation,Computer Systems Servicing NC II
9,Busay,24,Male,Underemployed,College Graduate,Driving,Transportation,Transportation,Driving NC II
10,Binubuhan,45,Female,Self-employed,College Undergraduate,Cooking,Hospitality,Hospitality,Cookery NC II
5,Ilijan,30,Female,Underemployed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Tabunan,27,Female,Underemployed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
10,Calumangan,34,Male,Unemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
3,Ma-ao,27,Female,Unemployed,Junior High,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
5,Napoles,22,Female,Self-employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
5,Taloc,35,Female,Unemployed,Junior High,Driving,Agriculture,Business,Driving NC II
7,Busay,38,Male,Underemployed,Junior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
7,Poblacion,40,Female,Wage Employed,Senior High,Baking,Retail,Hospitality,Bread and Pastry NC II
8,Pacol,45,Male,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Balingasag,31,Female,Self-employed,Junior High,Baking,Agriculture,Hospitality,Bread and Pastry NC II
8,Lag-asan,20,Male,Wage Employed,Junior High,Masonry,Construction,Construction,Masonry NC II
7,Lag-asan,21,Female,Wage Employed,Junior High,Baking,Retail,Hospitality,Bread and Pastry NC II
11,Napoles,42,Female,Wage Employed,Senior High,Driving,Transportation,Transportation,Driving NC II
7,Poblacion,41,Male,Self-employed,College Graduate,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
7,Bacong,24,Female,Underemployed,Junior High,Computer Literacy,Hospitality,Business,Computer Systems Servicing NC II
7,Ma-ao,31,Male,Wage Employed,Junior High,Driving,Agriculture,Transportation,Driving NC II
5,Atipuluan,31,Male,Self-employed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
3,Mailum,23,Male,Wage Employed,Senior High,Driving,Transportation,Business,Driving NC II
7,Tabunan,18,Male,Unemployed,Junior High,Electrical Repair,ICT,Construction,Electrical Installation and Maintenance NC II
8,Pacol,36,Female,Unemployed,College Undergraduate,Baking,Hospitality,Agriculture,Bread and Pastry NC II
6,Lag-asan,38,Male,Self-employed,Junior High,Baking,None,Hospitality,Bread and Pastry NC II
4,Atipuluan,35,Female,Unemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
7,Bacong,26,Female,Unemployed,Junior High,Driving,Hospitality,Transportation,Driving NC II
1,Poblacion,33,Female,Unemployed,Junior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
12,Calumangan,36,Male,Self-employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
6,Malingin,37,Male,Underemployed,Junior High,Electrical Repair,None,Construction,Electrical Installation and Maintenance NC II
11,Poblacion,29,Male,Wage Employed,College Undergraduate,Carpentry,Business,Construction,Carpentry NC II
7,Napoles,35,Female,Underemployed,College Undergraduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
4,Binubuhan,25,Female,Underemployed,Elementary Graduate,Driving,Agriculture,Transportation,Driving NC II
12,Alianza,25,Female,Underemployed,College Graduate,Computer Literacy,None,ICT,Computer Systems Servicing NC II
2,Taloc,26,Male,Wage Employed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
11,Pacol,26,Male,Unemployed,Senior High,Electrical Repair,ICT,Construction,Electrical Installation and Maintenance NC II
12,Mailum,39,Male,Wage Employed,Senior High,Cooking,Business,Hospitality,Cookery NC II
8,Taloc,24,Male,Unemployed,Junior High,Electrical Repair,Hospitality,Construction,Electrical Installation and Maintenance NC II
2,Taloc,31,Male,Unemployed,Elementary Graduate,Driving,Government,Transportation,Driving NC II
4,Taloc,25,Male,Unemployed,Junior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
6,Taloc,18,Male,Underemployed,Elementary Graduate,Masonry,Agriculture,Construction,Masonry NC II
9,Caridad,47,Male,Unemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
1,Balingasag,41,Male,Underemployed,Junior High,Driving,Agriculture,Transportation,Driving NC II
3,Lag-asan,25,Female,Wage Employed,Junior High,Cooking,Business,Agriculture,Cookery NC II
1,Bagroy,30,Female,Unemployed,Senior High,Driving,Agriculture,Transportation,Driving NC II
2,Abuanan,41,Female,Self-employed,Senior High,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
6,Ma-ao,35,Male,Unemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
6,Caridad,37,Female,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
4,Ilijan,34,Male,Self-employed,Junior High,Masonry,Construction,Agriculture,Masonry NC II
11,Dulao,42,Female,Underemployed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
8,Abuanan,21,Female,Unemployed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
7,Binubuhan,38,Male,Unemployed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
12,Pacol,32,Male,Underemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
11,Pacol,23,Male,Wage Employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
2,Bagroy,31,Female,Wage Employed,Junior High,Driving,Retail,Transportation,Driving NC II
2,Malingin,45,Male,Wage Employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
9,Mailum,48,Female,Wage Employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
3,Taloc,23,Male,Unemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
12,Ma-ao,30,Male,Self-employed,College Undergraduate,Driving,Hospitality,Transportation,Driving NC II
4,Ma-ao,46,Male,Underemployed,College Graduate,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
11,Ma-ao,41,Male,Underemployed,Senior High,Driving,Transportation,Agriculture,Driving NC II
12,Napoles,25,Male,Underemployed,Elementary Graduate,Carpentry,Business,Construction,Carpentry NC II
6,Sagasa,33,Male,Unemployed,Junior High,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
6,Busay,32,Female,Wage Employed,College Undergraduate,Cooking,Retail,Business,Cookery NC II
7,Bagroy,34,Male,Underemployed,College Graduate,Masonry,None,Construction,Masonry NC II
6,Dulao,23,Female,Underemployed,College Graduate,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
2,Taloc,55,Male,Underemployed,College Graduate,Carpentry,Retail,ICT,Carpentry NC II
2,Tabunan,24,Female,Unemployed,Junior High,Driving,ICT,Agriculture,Driving NC II
6,Caridad,22,Male,Self-employed,Junior High,Carpentry,Retail,Construction,Carpentry NC II
12,Ilijan,20,Male,Self-employed,College Undergraduate,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
2,Dulao,32,Female,Self-employed,Senior High,Computer Literacy,Manufacturing,ICT,Computer Systems Servicing NC II
9,Poblacion,40,Male,Underemployed,Elementary Graduate,Driving,Transportation,Business,Driving NC II
1,Lag-asan,30,Female,Unemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
2,Ilijan,19,Female,Unemployed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
2,Taloc,32,Female,Unemployed,Junior High,Computer Literacy,ICT,Business,Computer Systems Servicing NC II
4,Bacong,33,Female,Unemployed,Junior High,Cooking,Government,Hospitality,Cookery NC II
3,Taloc,40,Male,Self-employed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
1,Dulao,38,Male,Underemployed,College Graduate,Cooking,Agriculture,Hospitality,Cookery NC II
4,Ma-ao,34,Female,Unemployed,Elementary Graduate,Cooking,Hospitality,Hospitality,Cookery NC II
10,Busay,41,Female,Underemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
3,Balingasag,35,Female,Self-employed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
8,Malingin,27,Female,Underemployed,Senior High,Baking,Business,Construction,Bread and Pastry NC II
2,Busay,21,Male,Unemployed,Junior High,Driving,Agriculture,Transportation,Driving NC II
5,Taloc,30,Female,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
5,Dulao,40,Male,Wage Employed,Senior High,Driving,Agriculture,Transportation,Driving NC II
3,Caridad,39,Female,Self-employed,College Undergraduate,Carpentry,Agriculture,Construction,Carpentry NC II
9,Tabunan,48,Male,Underemployed,College Undergraduate,Masonry,Government,Business,Masonry NC II
8,Caridad,45,Male,Underemployed,Senior High,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
1,Bacong,36,Male,Wage Employed,Junior High,Driving,Retail,Transportation,Driving NC II
1,Caridad,29,Male,Wage Employed,College Undergraduate,Masonry,Construction,Construction,Masonry NC II
2,Dulao,19,Female,Self-employed,Junior High,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
6,Ma-ao,37,Female,Underemployed,Senior High,Computer Literacy,None,ICT,Computer Systems Servicing NC II
3,Ma-ao,35,Male,Self-employed,College Graduate,Welding,Business,Construction,Shielded Metal Arc Welding NC I
9,Bacong,35,Male,Wage Employed,Senior High,Driving,Transportation,Business,Driving NC II
8,Alianza,24,Male,Underemployed,College Undergraduate,Carpentry,Business,Construction,Carpentry NC II
10,Alianza,41,Male,Underemployed,Senior High,Cooking,Agriculture,Hospitality,Cookery NC II
5,Tabunan,25,Male,Wage Employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
10,Busay,34,Male,Self-employed,Senior High,Cooking,Business,Hospitality,Cookery NC II
8,Atipuluan,31,Male,Unemployed,Elementary Graduate,Masonry,Manufacturing,Construction,Masonry NC II
6,Bagroy,25,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
11,Taloc,25,Female,Self-employed,College Undergraduate,Cooking,Hospitality,Agriculture,Cookery NC II
1,Poblacion,32,Female,Wage Employed,College Undergraduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
2,Napoles,36,Female,Wage Employed,Junior High,Baking,Hospitality,Business,Bread and Pastry NC II
3,Bagroy,19,Male,Unemployed,College Undergraduate,Electrical Repair,Agriculture,Construction,Electrical Installation and Maintenance NC II
10,Alianza,34,Male,Unemployed,Elementary Graduate,Carpentry,Business,Construction,Carpentry NC II
2,Ilijan,28,Female,Unemployed,College Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
12,Busay,30,Male,Self-employed,College Undergraduate,Welding,Construction,Business,Shielded Metal Arc Welding NC I
3,Alianza,33,Male,Wage Employed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
7,Calumangan,20,Female,Underemployed,Elementary Graduate,Electrical Repair,ICT,Construction,Electrical Installation and Maintenance NC II
