barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Binubuhan,Driving NC II,30,Male,Junior High,Unemployed,Driving,Transportation,Career Shifter,Graduate
Atipuluan,Bread and Pastry NC II,27,Male,Junior High,Self-employed,Baking,Hospitality,Experienced Worker,Graduate
Atipuluan,Bread and Pastry NC II,39,Male,College Graduate,Self-employed,Baking,Hospitality,New Entrant,Graduate
Ilijan,Cookery NC II,31,Male,Junior High,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Alianza,Computer Systems Servicing NC II,26,Female,College Graduate,Underemployed,Computer Literacy,ICT,Career Shifter,Graduate
Sagasa,Masonry NC II,27,Female,Junior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Bacong,Shielded Metal Arc Welding NC I,22,Male,College Undergraduate,Self-employed,Welding,Construction,New Entrant,Graduate
Malingin,Masonry NC II,33,Male,Elementary Graduate,Unemployed,Masonry,Construction,New Entrant,Graduate
Napoles,Driving NC II,28,Male,College Undergraduate,Underemployed,Driving,Transportation,Experienced Worker,Graduate
Poblacion,Carpentry NC II,36,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Bagroy,Electrical Installation and Maintenance NC II,40,Male,Senior High,Self-employed,Electrical Repair,Construction,Career Shifter,Dropout
Alianza,Masonry NC II,43,Male,Senior High,Underemployed,Masonry,Construction,Experienced Worker,Graduate
Tabunan,Carpentry NC II,42,Male,Junior High,Underemployed,Carpentry,Business,New Entrant,Dropout
Napoles,Carpentry NC II,27,Female,Junior High,Wage Employed,Carpentry,Construction,Experienced Worker,Graduate
Bagroy,Shielded Metal Arc Welding NC I,21,Female,Senior High,Unemployed,Welding,Construction,Returning Learner,Dropout
Taloc,Shielded Metal Arc Welding NC I,44,Male,Senior High,Wage Employed,Welding,Agriculture,New Entrant,Graduate
Poblacion,Cookery NC II,32,Male,College Undergraduate,Unemployed,Cooking,Hospitality,Returning Learner,Graduate
Calumangan,Electrical Installation and Maintenance NC II,25,Male,Elementary Graduate,Self-employed,Electrical Repair,Construction,New Entrant,Graduate
Binubuhan,Driving NC II,25,Male,College Undergraduate,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Abuanan,Cookery NC II,32,Female,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Abuanan,Computer Systems Servicing NC II,45,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Career Shifter,Graduate
Pacol,Computer Systems Servicing NC II,39,Male,Junior High,Unemployed,Computer Literacy,Agriculture,New Entrant,Graduate
Alianza,Shielded Metal Arc Welding NC I,19,Male,Senior High,Underemployed,Welding,Construction,New Entrant,Dropout
Dulao,Carpentry NC II,22,Female,Senior High,Underemployed,Carpentry,Construction,Career Shifter,Graduate
Taloc,Electrical Installation and Maintenance NC II,38,Male,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Abuanan,Masonry NC II,41,Female,Senior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Poblacion,Carpentry NC II,38,Male,Junior High,Wage Employed,Carpentry,Construction,Career Shifter,Dropout
Tabunan,Masonry NC II,31,Male,Senior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Taloc,Computer Systems Servicing NC II,35,Male,Senior High,Self-employed,Computer Literacy,ICT,Returning Learner,Graduate
Pacol,Carpentry NC II,31,Male,Elementary Graduate,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Ilijan,Driving NC II,22,Male,Elementary Graduate,Underemployed,Driving,Agriculture,Career Shifter,Dropout
Balingasag,Electrical Installation and Maintenance NC II,35,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Caridad,Carpentry NC II,32,Male,Junior High,Unemployed,Carpentry,Construction,Experienced Worker,Graduate
Caridad,Computer Systems Servicing NC II,32,Female,Senior High,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Abuanan,Driving NC II,33,Male,College Graduate,Wage Employed,Driving,Construction,Experienced Worker,Graduate
Sagasa,Masonry NC II,28,Female,Senior High,Underemployed,Masonry,Construction,Returning Learner,Graduate
Napoles,Bread and Pastry NC II,20,Male,Elementary Graduate,Unemployed,Baking,Hospitality,Returning Learner,Dropout
Dulao,Cookery NC II,39,Female,Junior High,Unemployed,Driving,Transportation,Returning Learner,Graduate
Abuanan,Computer Systems Servicing NC II,29,Male,Senior High,Wage Employed,Driving,Transportation,New Entrant,Graduate
Atipuluan,Cookery NC II,23,Female,Senior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Binubuhan,Shielded Metal Arc Welding NC I,21,Female,Junior High,Unemployed,Welding,Construction,Returning Learner,Dropout
Napoles,Masonry NC II,26,Male,Senior High,Underemployed,Masonry,Construction,Experienced Worker,Graduate
Pacol,Carpentry NC II,30,Male,College Graduate,Wage Employed,Carpentry,ICT,New Entrant,Graduate
Taloc,Shielded Metal Arc Welding NC I,35,Male,Junior High,Self-employed,Welding,Construction,New Entrant,Graduate
Napoles,Computer Systems Servicing NC II,30,Female,College Undergraduate,Self-employed,Computer Literacy,Hospitality,Returning Learner,Graduate
Poblacion,Bread and Pastry NC II,34,Female,Junior High,Wage Employed,Baking,Agriculture,Experienced Worker,Graduate
Balingasag,Driving NC II,22,Female,Senior High,Wage Employed,Driving,Transportation,New Entrant,Graduate
Balingasag,Cookery NC II,29,Female,College Undergraduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Tabunan,Electrical Installation and Maintenance NC II,31,Male,Senior High,Underemployed,Electrical Repair,Construction,Career Shifter,Dropout
Malingin,Bread and Pastry NC II,25,Male,Senior High,Underemployed,Electrical Repair,Construction,Career Shifter,Graduate
Poblacion,Carpentry NC II,22,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Abuanan,Carpentry NC II,44,Male,College Undergraduate,Self-employed,Baking,Construction,New Entrant,Graduate
Atipuluan,Cookery NC II,21,Male,College Undergraduate,Self-employed,Cooking,Hospitality,New Entrant,Graduate
Abuanan,Cookery NC II,25,Female,Senior High,Unemployed,Cooking,Hospitality,Returning Learner,Graduate
Dulao,Carpentry NC II,41,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Calumangan,Carpentry NC II,33,Male,Senior High,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Lag-asan,Shielded Metal Arc Welding NC I,29,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Dropout
Napoles,Driving NC II,25,Male,Elementary Graduate,Wage Employed,Driving,Transportation,Returning Learner,Graduate
Lag-asan,Masonry NC II,26,Male,Senior High,Unemployed,Masonry,Construction,New Entrant,Graduate
Atipuluan,Cookery NC II,28,Male,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Abuanan,Electrical Installation and Maintenance NC II,27,Male,College Undergraduate,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Ma-ao,Electrical Installation and Maintenance NC II,40,Male,Senior High,Wage Employed,Electrical Repair,Construction,Returning Learner,Dropout
Ma-ao,Computer Systems Servicing NC II,54,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Dropout
Dulao,Computer Systems Servicing NC II,22,Male,College Undergraduate,Unemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Abuanan,Electrical Installation and Maintenance NC II,34,Male,College Graduate,Self-employed,Carpentry,Construction,New Entrant,Graduate
Ilijan,Driving NC II,21,Male,Senior High,Underemployed,Driving,Transportation,New Entrant,Graduate
Lag-asan,Driving NC II,23,Female,College Graduate,Wage Employed,Computer Literacy,ICT,New Entrant,Graduate
Bagroy,Electrical Installation and Maintenance NC II,46,Female,College Undergraduate,Unemployed,Driving,Transportation,Career Shifter,Dropout
Lag-asan,Carpentry NC II,40,Female,Junior High,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Mailum,Driving NC II,35,Male,Junior High,Unemployed,Driving,Transportation,Returning Learner,Graduate
Lag-asan,Bread and Pastry NC II,48,Male,College Undergraduate,Unemployed,Baking,Hospitality,Career Shifter,Graduate
Atipuluan,Driving NC II,22,Male,Junior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Balingasag,Cookery NC II,34,Male,College Undergraduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Malingin,Computer Systems Servicing NC II,35,Female,Senior High,Unemployed,Computer Literacy,ICT,New Entrant,Dropout
Pacol,Shielded Metal Arc Welding NC I,25,Male,College Undergraduate,Underemployed,Welding,Construction,Experienced Worker,Graduate
Atipuluan,Electrical Installation and Maintenance NC II,45,Male,College Graduate,Self-employed,Electrical Repair,Construction,Career Shifter,Graduate
Taloc,Masonry NC II,34,Male,Senior High,Underemployed,Masonry,Construction,Returning Learner,Graduate
Bacong,Electrical Installation and Maintenance NC II,24,Male,Elementary Graduate,Underemployed,Masonry,Construction,Experienced Worker,Graduate
Poblacion,Computer Systems Servicing NC II,34,Female,College Graduate,Underemployed,Computer Literacy,ICT,Returning Learner,Graduate
Poblacion,Masonry NC II,45,Male,College Undergraduate,Self-employed,Masonry,Construction,Career Shifter,Graduate
Mailum,Carpentry NC II,19,Male,Senior High,Wage Employed,Carpentry,Agriculture,Experienced Worker,Dropout
Dulao,Computer Systems Servicing NC II,37,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Napoles,Carpentry NC II,48,Female,College Graduate,Wage Employed,Electrical Repair,Construction,Returning Learner,Graduate
Atipuluan,Carpentry NC II,36,Male,College Graduate,Underemployed,Carpentry,Construction,Experienced Worker,Graduate
Abuanan,Shielded Metal Arc Welding NC I,23,Female,Senior High,Wage Employed,Welding,Construction,Returning Learner,Graduate
Ma-ao,Electrical Installation and Maintenance NC II,20,Female,Senior High,Self-employed,Computer Literacy,Hospitality,Career Shifter,Dropout
Napoles,Shielded Metal Arc Welding NC I,19,Male,Senior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Caridad,Carpentry NC II,38,Male,Elementary Graduate,Unemployed,Carpentry,Construction,Career Shifter,Graduate
Dulao,Masonry NC II,35,Male,College Graduate,Underemployed,Masonry,Construction,Career Shifter,Graduate
Pacol,Driving NC II,39,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,Career Shifter,Dropout
Ma-ao,Driving NC II,36,Male,Elementary Graduate,Underemployed,Driving,Transportation,Career Shifter,Graduate
Abuanan,Bread and Pastry NC II,41,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Graduate
Alianza,Carpentry NC II,39,Male,Elementary Graduate,Unemployed,Carpentry,Construction,Career Shifter,Graduate
Balingasag,Computer Systems Servicing NC II,32,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Graduate
Tabunan,Computer Systems Servicing NC II,28,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Dropout
Abuanan,Carpentry NC II,21,Female,Senior High,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Binubuhan,Cookery NC II,31,Female,Junior High,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Lag-asan,Computer Systems Servicing NC II,51,Female,College Graduate,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Tabunan,Cookery NC II,24,Male,College Undergraduate,Underemployed,Cooking,Hospitality,Career Shifter,Graduate
Abuanan,Cookery NC II,22,Female,College Undergraduate,Self-employed,Cooking,Hospitality,Experienced Worker,Graduate
Atipuluan,Masonry NC II,27,Female,Senior High,Wage Employed,Masonry,Construction,Career Shifter,Graduate
Dulao,Computer Systems Servicing NC II,41,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Career Shifter,Graduate
Poblacion,Shielded Metal Arc Welding NC I,20,Male,Elementary Graduate,Unemployed,Welding,Construction,New Entrant,Dropout
Dulao,Electrical Installation and Maintenance NC II,48,Male,College Undergraduate,Underemployed,Electrical Repair,Construction,Returning Learner,Dropout
Ma-ao,Computer Systems Servicing NC II,28,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Atipuluan,Carpentry NC II,47,Male,College Graduate,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Abuanan,Driving NC II,20,Male,College Undergraduate,Unemployed,Driving,Transportation,Returning Learner,Graduate
Atipuluan,Carpentry NC II,29,Female,Senior High,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Taloc,Masonry NC II,40,Male,Junior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Taloc,Masonry NC II,38,Female,College Undergraduate,Unemployed,Baking,Hospitality,Experienced Worker,Graduate
Atipuluan,Computer Systems Servicing NC II,19,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,Returning Learner,Graduate
Bacong,Shielded Metal Arc Welding NC I,19,Male,College Undergraduate,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Taloc,Bread and Pastry NC II,36,Female,Senior High,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Malingin,Shielded Metal Arc Welding NC I,19,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Graduate
Binubuhan,Computer Systems Servicing NC II,34,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Dropout
Napoles,Computer Systems Servicing NC II,36,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Mailum,Bread and Pastry NC II,21,Male,Junior High,Underemployed,Baking,Hospitality,Experienced Worker,Graduate
Calumangan,Bread and Pastry NC II,32,Male,Junior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Malingin,Masonry NC II,18,Male,Junior High,Wage Employed,Masonry,Construction,Experienced Worker,Graduate
Taloc,Shielded Metal Arc Welding NC I,28,Male,Senior High,Underemployed,Welding,Construction,Returning Learner,Graduate
Dulao,Shielded Metal Arc Welding NC I,26,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Dropout
Atipuluan,Carpentry NC II,34,Female,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Atipuluan,Carpentry NC II,28,Male,Senior High,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Lag-asan,Carpentry NC II,19,Male,College Undergraduate,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Alianza,Driving NC II,28,Male,Junior High,Underemployed,Driving,Hospitality,New Entrant,Graduate
Abuanan,Masonry NC II,30,Female,Junior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Ma-ao,Bread and Pastry NC II,26,Male,Junior High,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Dulao,Cookery NC II,21,Female,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Atipuluan,Driving NC II,22,Male,Junior High,Unemployed,Driving,Transportation,Career Shifter,Graduate
Calumangan,Shielded Metal Arc Welding NC I,31,Male,Junior High,Wage Employed,Masonry,Construction,Career Shifter,Graduate
Atipuluan,Computer Systems Servicing NC II,23,Male,College Graduate,Self-employed,Computer Literacy,ICT,Career Shifter,Graduate
Atipuluan,Computer Systems Servicing NC II,30,Female,Junior High,Unemployed,Driving,Transportation,Career Shifter,Dropout
Taloc,Electrical Installation and Maintenance NC II,34,Male,Senior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Ilijan,Bread and Pastry NC II,20,Male,Elementary Graduate,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Pacol,Computer Systems Servicing NC II,27,Male,College Graduate,Unemployed,Computer Literacy,ICT,Returning Learner,Graduate
Poblacion,Carpentry NC II,36,Male,Elementary Graduate,Underemployed,Carpentry,Construction,New Entrant,Graduate
Tabunan,Shielded Metal Arc Welding NC I,27,Male,Elementary Graduate,Unemployed,Welding,Construction,Experienced Worker,Graduate
Bacong,Bread and Pastry NC II,33,Female,Senior High,Wage Employed,Baking,Hospitality,New Entrant,Graduate
Caridad,Electrical Installation and Maintenance NC II,27,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Lag-asan,Computer Systems Servicing NC II,26,Female,Senior High,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Balingasag,Cookery NC II,21,Male,College Undergraduate,Self-employed,Cooking,ICT,Returning Learner,Graduate
Tabunan,Masonry NC II,41,Male,Senior High,Unemployed,Masonry,Construction,Returning Learner,Graduate
Alianza,Driving NC II,39,Male,Junior High,Unemployed,Driving,Transportation,Returning Learner,Graduate
Pacol,Masonry NC II,30,Male,Senior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Ma-ao,Driving NC II,33,Male,Senior High,Underemployed,Driving,Transportation,Returning Learner,Graduate
Lag-asan,Driving NC II,26,Female,Senior High,Unemployed,Driving,Transportation,Experienced Worker,Graduate
Abuanan,Driving NC II,32,Male,College Undergraduate,Self-employed,Driving,Transportation,Career Shifter,Graduate
Calumangan,Computer Systems Servicing NC II,48,Female,College Graduate,Self-employed,Computer Literacy,ICT,Career Shifter,Dropout
Malingin,Computer Systems Servicing NC II,26,Male,Junior High,Underemployed,Computer Literacy,Agriculture,New Entrant,Graduate
Poblacion,Cookery NC II,23,Male,Junior High,Self-employed,Cooking,Hospitality,Experienced Worker,Dropout
Ma-ao,Electrical Installation and Maintenance NC II,28,Male,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Ma-ao,Shielded Metal Arc Welding NC I,41,Male,Senior High,Unemployed,Masonry,Construction,New Entrant,Dropout
Alianza,Masonry NC II,21,Male,Elementary Graduate,Unemployed,Masonry,Agriculture,Returning Learner,Dropout
Bacong,Masonry NC II,25,Male,Elementary Graduate,Underemployed,Masonry,Construction,Returning Learner,Graduate
Mailum,Shielded Metal Arc Welding NC I,26,Male,Senior High,Unemployed,Welding,Construction,Career Shifter,Graduate
Bagroy,Cookery NC II,31,Female,Senior High,Unemployed,Cooking,Hospitality,Experienced Worker,Graduate
Balingasag,Shielded Metal Arc Welding NC I,31,Male,College Graduate,Underemployed,Welding,Transportation,New Entrant,Graduate
Ma-ao,Cookery NC II,39,Female,Senior High,Self-employed,Cooking,Hospitality,Experienced Worker,Graduate
Napoles,Bread and Pastry NC II,35,Female,Junior High,Self-employed,Computer Literacy,Business,Career Shifter,Graduate
Poblacion,Masonry NC II,29,Male,Junior High,Underemployed,Electrical Repair,Construction,Career Shifter,Dropout
Napoles,Computer Systems Servicing NC II,23,Female,Elementary Graduate,Unemployed,Computer Literacy,Construction,Returning Learner,Graduate
Malingin,Carpentry NC II,44,Male,College Graduate,Underemployed,Carpentry,Construction,New Entrant,Graduate
Mailum,Computer Systems Servicing NC II,20,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Ma-ao,Masonry NC II,27,Male,Senior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Lag-asan,Masonry NC II,47,Male,College Undergraduate,Underemployed,Masonry,Construction,New Entrant,Graduate
Sagasa,Electrical Installation and Maintenance NC II,18,Male,Junior High,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Atipuluan,Carpentry NC II,51,Male,College Graduate,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Poblacion,Driving NC II,25,Male,Senior High,Unemployed,Driving,Transportation,New Entrant,Dropout
Ma-ao,Driving NC II,30,Male,Junior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Abuanan,Carpentry NC II,22,Male,Junior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Malingin,Driving NC II,50,Male,College Graduate,Unemployed,Driving,Transportation,Returning Learner,Dropout
Poblacion,Electrical Installation and Maintenance NC II,32,Female,College Graduate,Unemployed,Electrical Repair,Business,Returning Learner,Graduate
Bagroy,Carpentry NC II,20,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Caridad,Driving NC II,22,Male,Junior High,Unemployed,Driving,Construction,Career Shifter,Dropout
Calumangan,Electrical Installation and Maintenance NC II,38,Male,College Graduate,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Atipuluan,Shielded Metal Arc Welding NC I,26,Male,Junior High,Unemployed,Welding,Construction,Experienced Worker,Graduate
Ma-ao,Electrical Installation and Maintenance NC II,28,Male,College Undergraduate,Wage Employed,Electrical Repair,Construction,Returning Learner,Dropout
Abuanan,Carpentry NC II,34,Male,Junior High,Underemployed,Carpentry,Construction,Returning Learner,Graduate
Calumangan,Masonry NC II,35,Female,Junior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Dulao,Driving NC II,32,Male,Senior High,Unemployed,Driving,Transportation,Experienced Worker,Graduate
Caridad,Carpentry NC II,27,Female,Elementary Graduate,Underemployed,Carpentry,Construction,Experienced Worker,Graduate
Ma-ao,Driving NC II,21,Male,Junior High,Unemployed,Driving,Hospitality,Returning Learner,Dropout
Mailum,Driving NC II,36,Female,Junior High,Unemployed,Electrical Repair,Agriculture,Career Shifter,Dropout
Pacol,Carpentry NC II,18,Male,Senior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Lag-asan,Electrical Installation and Maintenance NC II,29,Male,Senior High,Underemployed,Electrical Repair,Construction,Career Shifter,Graduate
Balingasag,Carpentry NC II,30,Male,Senior High,Unemployed,Carpentry,Construction,Experienced Worker,Graduate
Malingin,Electrical Installation and Maintenance NC II,24,Male,Senior High,Unemployed,Electrical Repair,Construction,Experienced Worker,Graduate
Poblacion,Driving NC II,27,Male,Senior High,Unemployed,Driving,Transportation,Returning Learner,Graduate
Poblacion,Carpentry NC II,26,Male,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Calumangan,Carpentry NC II,37,Male,Elementary Graduate,Self-employed,Masonry,Construction,New Entrant,Graduate
Atipuluan,Electrical Installation and Maintenance NC II,25,Male,Junior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Taloc,Driving NC II,40,Male,Senior High,Underemployed,Driving,Transportation,Experienced Worker,Graduate
Pacol,Computer Systems Servicing NC II,45,Male,College Graduate,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Alianza,Electrical Installation and Maintenance NC II,30,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Poblacion,Cookery NC II,33,Female,Senior High,Wage Employed,Cooking,Construction,Returning Learner,Graduate
Bacong,Masonry NC II,39,Male,Junior High,Unemployed,Masonry,Construction,New Entrant,Dropout
Ma-ao,Driving NC II,48,Male,College Undergraduate,Self-employed,Driving,Transportation,Career Shifter,Dropout
Lag-asan,Cookery NC II,40,Female,Senior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Tabunan,Computer Systems Servicing NC II,22,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Atipuluan,Cookery NC II,35,Male,Junior High,Self-employed,Driving,Transportation,Career Shifter,Dropout
Taloc,Cookery NC II,37,Female,Junior High,Unemployed,Cooking,Construction,Career Shifter,Graduate
Calumangan,Masonry NC II,36,Male,Senior High,Unemployed,Masonry,Transportation,Returning Learner,Dropout
Mailum,Computer Systems Servicing NC II,19,Male,Junior High,Wage Employed,Computer Literacy,ICT,Returning Learner,Dropout
Lag-asan,Driving NC II,37,Male,College Undergraduate,Wage Employed,Driving,Transportation,Career Shifter,Dropout
Abuanan,Electrical Installation and Maintenance NC II,37,Female,Senior High,Unemployed,Electrical Repair,ICT,Experienced Worker,Graduate
Atipuluan,Computer Systems Servicing NC II,35,Female,College Graduate,Wage Employed,Computer Literacy,ICT,New Entrant,Graduate
Abuanan,Shielded Metal Arc Welding NC I,22,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Graduate
Poblacion,Computer Systems Servicing NC II,31,Male,College Graduate,Self-employed,Computer Literacy,ICT,Returning Learner,Graduate
Lag-asan,Electrical Installation and Maintenance NC II,27,Female,Senior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Atipuluan,Cookery NC II,35,Male,Senior High,Unemployed,Cooking,Hospitality,Career Shifter,Graduate
Bagroy,Computer Systems Servicing NC II,24,Male,Elementary Graduate,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Bagroy,Electrical Installation and Maintenance NC II,40,Male,Senior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Ma-ao,Cookery NC II,28,Female,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Dropout
Poblacion,Masonry NC II,28,Male,Senior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Lag-asan,Driving NC II,33,Male,Junior High,Unemployed,Driving,Transportation,New Entrant,Graduate
Caridad,Computer Systems Servicing NC II,26,Male,Junior High,Wage Employed,Computer Literacy,ICT,New Entrant,Graduate
Dulao,Shielded Metal Arc Welding NC I,28,Male,Junior High,Unemployed,Welding,Construction,Returning Learner,Graduate
Napoles,Driving NC II,39,Male,Senior High,Underemployed,Driving,Transportation,Returning Learner,Graduate
Binubuhan,Cookery NC II,22,Female,Junior High,Underemployed,Cooking,Business,Experienced Worker,Graduate
Lag-asan,Driving NC II,24,Male,Junior High,Unemployed,Driving,Transportation,Career Shifter,Dropout
Caridad,Carpentry NC II,21,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Bagroy,Computer Systems Servicing NC II,26,Male,Junior High,Unemployed,Computer Literacy,ICT,Career Shifter,Dropout
Dulao,Shielded Metal Arc Welding NC I,30,Female,College Undergraduate,Self-employed,Welding,Construction,Experienced Worker,Graduate
Ma-ao,Electrical Installation and Maintenance NC II,30,Female,Junior High,Wage Employed,Cooking,Hospitality,Career Shifter,Graduate
Dulao,Driving NC II,42,Male,College Undergraduate,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Malingin,Carpentry NC II,25,Male,Junior High,Underemployed,Carpentry,Construction,Career Shifter,Dropout
Taloc,Carpentry NC II,37,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Binubuhan,Shielded Metal Arc Welding NC I,29,Male,Junior High,Unemployed,Welding,Construction,Returning Learner,Dropout
Bagroy,Shielded Metal Arc Welding NC I,30,Male,Junior High,Underemployed,Welding,Construction,New Entrant,Dropout
Bacong,Computer Systems Servicing NC II,28,Female,College Undergraduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Graduate
Ma-ao,Driving NC II,21,Female,College Undergraduate,Underemployed,Driving,Transportation,New Entrant,Dropout
Lag-asan,Electrical Installation and Maintenance NC II,36,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,Returning Learner,Dropout
Bagroy,Cookery NC II,35,Female,Junior High,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Malingin,Cookery NC II,39,Female,Elementary Graduate,Unemployed,Cooking,Hospitality,Returning Learner,Dropout
Abuanan,Cookery NC II,23,Female,Senior High,Wage Employed,Carpentry,Construction,Returning Learner,Graduate
Taloc,Bread and Pastry NC II,38,Male,Junior High,Unemployed,Baking,Hospitality,Career Shifter,Dropout
Ilijan,Electrical Installation and Maintenance NC II,43,Male,Senior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Caridad,Bread and Pastry NC II,30,Male,Junior High,Unemployed,Baking,Hospitality,New Entrant,Dropout
Abuanan,Driving NC II,25,Female,Junior High,Unemployed,Driving,Transportation,Experienced Worker,Graduate
Calumangan,Driving NC II,40,Male,Elementary Graduate,Underemployed,Driving,Business,New Entrant,Graduate
Balingasag,Masonry NC II,36,Female,Senior High,Underemployed,Masonry,Construction,Returning Learner,Graduate
Ilijan,Electrical Installation and Maintenance NC II,33,Male,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Ma-ao,Computer Systems Servicing NC II,24,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Dulao,Driving NC II,23,Male,Elementary Graduate,Underemployed,Driving,Transportation,Returning Learner,Dropout
Napoles,Carpentry NC II,19,Female,College Undergraduate,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Atipuluan,Bread and Pastry NC II,30,Male,College Undergraduate,Underemployed,Cooking,Hospitality,Career Shifter,Graduate
