barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Binubuhan,Bookkeeping NC II,23,Male,Elementary Graduate,Self-employed,Bookkeeping,Business,Experienced Worker,Dropout
Malingin,Bread and Pastry NC II,34,Female,College Undergraduate,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Poblacion,Cookery NC II,40,Female,Junior High,Underemployed,Cooking,Hospitality,Career Shifter,Graduate
Bacong,Trainers Methodology Level I,30,Female,Junior High,Underemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Pacol,HEO (Bulldozer) NC II,30,Male,College Undergraduate,Self-employed,Heavy Equipment Operation,Construction,Experienced Worker,Graduate
Napoles,Bookkeeping NC II,22,Male,Junior High,Unemployed,Bookkeeping,Business,Returning Learner,Dropout
Ilijan,Electronic Products Assembly and Servicing NC II,22,Female,Junior High,Wage Employed,Electronics,Manufacturing,New Entrant,Dropout
Ma-ao,HEO (Wheel Loader) NC II,43,Male,College Undergraduate,Unemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Malingin,Electrical Installation and Maintenance NC II,23,Male,Senior High,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Ilijan,Carpentry NC II,32,Male,Junior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Busay,Organic Agriculture Production NC II,40,Female,Senior High,Self-employed,Organic Farming,Agriculture,Experienced Worker,Dropout
Poblacion,Electronic Products Assembly and Servicing NC II,36,Female,Senior High,Unemployed,Electronics,Hospitality,Experienced Worker,Graduate
Balingasag,Computer Systems Servicing NC II,45,Male,Senior High,Unemployed,Computer Literacy,ICT,Experienced Worker,Dropout
Poblacion,Cookery NC II,23,Female,Senior High,Unemployed,Cooking,Hospitality,Experienced Worker,Graduate
Bagroy,Electrical Installation and Maintenance NC II,42,Female,Junior High,Self-employed,Electrical Repair,Business,Experienced Worker,Graduate
Pacol,Computer Systems Servicing NC II,20,Female,College Undergraduate,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Mailum,Organic Agriculture Production NC II,22,Female,Senior High,Wage Employed,Organic Farming,Agriculture,Experienced Worker,Graduate
Mailum,Shielded Metal Arc Welding NC I,35,Male,Senior High,Underemployed,Welding,Construction,New Entrant,Dropout
Caridad,Organic Agriculture Production NC II,29,Female,Elementary Graduate,Unemployed,Organic Farming,Agriculture,New Entrant,Dropout
Bagroy,Computer Systems Servicing NC II,23,Male,Senior High,Underemployed,Computer Literacy,ICT,New Entrant,Dropout
Abuanan,Bookkeeping NC II,41,Female,College Graduate,Self-employed,Bookkeeping,Business,Experienced Worker,Graduate
Mailum,Machining NC I,47,Male,College Graduate,Self-employed,Machining,Manufacturing,Experienced Worker,Graduate
Napoles,Landscape Installation and Maintenance (Softscape),24,Female,Junior High,Unemployed,Electronics,Manufacturing,New Entrant,Graduate
Ma-ao,Carpentry NC II,43,Male,Senior High,Underemployed,Bookkeeping,Business,Career Shifter,Dropout
Abuanan,Bookkeeping NC II,34,Female,Elementary Graduate,Underemployed,Bookkeeping,Business,New Entrant,Dropout
Calumangan,Carpentry NC II,26,Female,Elementary Graduate,Underemployed,Carpentry,Construction,Returning Learner,Graduate
Abuanan,Bookkeeping NC II,48,Female,College Undergraduate,Unemployed,Bookkeeping,Business,New Entrant,Dropout
Bacong,Organic Agriculture Production NC II,37,Female,Elementary Graduate,Unemployed,Organic Farming,Agriculture,New Entrant,Dropout
Abuanan,Trainers Methodology Level I,47,Male,College Graduate,Self-employed,Training Delivery,Education,Experienced Worker,Graduate
Lag-asan,Organic Agriculture Production NC II,30,Female,Junior High,Underemployed,Organic Farming,Agriculture,Experienced Worker,Graduate
Busay,HEO (Wheel Loader) NC II,22,Male,College Graduate,Self-employed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Ilijan,Carpentry NC II,39,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Taloc,Bookkeeping NC II,32,Male,Senior High,Unemployed,Electronics,Manufacturing,New Entrant,Graduate
Ilijan,Computer Systems Servicing NC II,40,Female,Senior High,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Bacong,Trainers Methodology Level I,19,Male,College Undergraduate,Self-employed,Training Delivery,Education,Returning Learner,Dropout
Malingin,Organic Agriculture Production NC II,29,Female,College Undergraduate,Underemployed,Training Delivery,Education,Career Shifter,Dropout
Pacol,Shielded Metal Arc Welding NC II,38,Female,Senior High,Underemployed,Welding,Construction,Returning Learner,Dropout
Caridad,Driving NC II,27,Female,Senior High,Unemployed,Baking,Hospitality,Returning Learner,Dropout
Calumangan,Machining NC I,22,Male,College Undergraduate,Unemployed,Machining,Manufacturing,New Entrant,Dropout
Bacong,Masonry NC I,34,Male,College Graduate,Underemployed,Landscaping,Agriculture,Experienced Worker,Dropout
Taloc,Carpentry NC II,18,Female,Junior High,Underemployed,Carpentry,Construction,New Entrant,Graduate
Mailum,Cookery NC II,20,Male,Senior High,Self-employed,Cooking,Hospitality,Experienced Worker,Dropout
Abuanan,Shielded Metal Arc Welding NC II,30,Male,Junior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Poblacion,Landscape Installation and Maintenance (Softscape),32,Male,Senior High,Self-employed,Electrical Repair,Manufacturing,New Entrant,Dropout
Caridad,Electrical Installation and Maintenance NC II,30,Female,Elementary Graduate,Unemployed,Electrical Repair,Construction,Career Shifter,Dropout
Dulao,Machining NC I,25,Male,College Undergraduate,Underemployed,Machining,Manufacturing,Returning Learner,Dropout
Poblacion,Driving NC II,43,Female,College Undergraduate,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Tabunan,Bookkeeping NC II,26,Male,College Undergraduate,Self-employed,Bookkeeping,Business,Experienced Worker,Graduate
Caridad,Trainers Methodology Level I,38,Male,Senior High,Unemployed,Training Delivery,Education,New Entrant,Graduate
Pacol,Cookery NC II,55,Female,College Graduate,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Balingasag,Trainers Methodology Level I,34,Male,College Graduate,Self-employed,Training Delivery,Education,Experienced Worker,Graduate
Alianza,Organic Agriculture Production NC II,50,Male,College Graduate,Unemployed,Organic Farming,Agriculture,New Entrant,Dropout
Sagasa,Machining NC I,30,Male,College Undergraduate,Unemployed,Machining,Manufacturing,Returning Learner,Graduate
Atipuluan,Construction Painting NC II,46,Male,College Graduate,Wage Employed,Painting,Construction,Experienced Worker,Graduate
Dulao,Masonry NC II,19,Female,Senior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Busay,Bookkeeping NC II,28,Female,College Undergraduate,Unemployed,Bookkeeping,Business,Returning Learner,Dropout
Pacol,Landscape Installation and Maintenance (Softscape),18,Male,Elementary Graduate,Underemployed,Landscaping,Agriculture,Career Shifter,Dropout
Calumangan,Machining NC I,34,Male,College Undergraduate,Underemployed,Machining,Manufacturing,New Entrant,Graduate
Lag-asan,HEO (Hydraulic Excavator) NC II,19,Male,College Undergraduate,Self-employed,Computer Literacy,Agriculture,New Entrant,Dropout
Pacol,Shielded Metal Arc Welding NC I,23,Male,Senior High,Unemployed,Welding,Construction,New Entrant,Graduate
Caridad,Electrical Installation and Maintenance NC II,24,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Busay,Bread and Pastry NC II,30,Female,College Undergraduate,Underemployed,Baking,Hospitality,New Entrant,Dropout
Bagroy,Electronic Products Assembly and Servicing NC II,28,Male,Junior High,Unemployed,Electronics,Manufacturing,Career Shifter,Dropout
Lag-asan,HEO (Bulldozer) NC II,33,Female,College Graduate,Self-employed,Carpentry,Construction,Career Shifter,Graduate
Malingin,Computer Systems Servicing NC II,35,Male,Senior High,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Dulao,Machining NC II,27,Male,Elementary Graduate,Unemployed,Machining,Business,Returning Learner,Graduate
Mailum,Electrical Installation and Maintenance NC II,20,Male,Senior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Dropout
Dulao,Carpentry NC II,22,Male,Senior High,Underemployed,Carpentry,Construction,Career Shifter,Graduate
Dulao,HEO (Wheel Loader) NC II,31,Male,College Undergraduate,Unemployed,Heavy Equipment Operation,Construction,Returning Learner,Graduate
Balingasag,Carpentry NC II,22,Male,Senior High,Self-employed,Carpentry,Construction,New Entrant,Graduate
Binubuhan,Construction Painting NC II,21,Male,Elementary Graduate,Unemployed,Painting,Construction,New Entrant,Dropout
Poblacion,Bookkeeping NC II,39,Female,Senior High,Self-employed,Bookkeeping,Business,Career Shifter,Graduate
Malingin,HEO (Bulldozer) NC II,39,Male,Junior High,Unemployed,Driving,ICT,Career Shifter,Graduate
Ilijan,HEO (Forklift) NC II,44,Male,Senior High,Underemployed,Heavy Equipment Operation,Construction,New Entrant,Graduate
Alianza,Bread and Pastry NC II,27,Male,Junior High,Underemployed,Baking,Hospitality,Experienced Worker,Graduate
Busay,HEO (Bulldozer) NC II,52,Male,College Graduate,Underemployed,Heavy Equipment Operation,Construction,Experienced Worker,Graduate
Tabunan,HEO (Forklift) NC II,44,Male,Senior High,Underemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Abuanan,HEO (Wheel Loader) NC II,19,Female,Senior High,Underemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Poblacion,Computer Systems Servicing NC II,35,Female,Junior High,Underemployed,Machining,Manufacturing,New Entrant,Graduate
Calumangan,Bookkeeping NC II,41,Female,College Undergraduate,Underemployed,Bookkeeping,Business,New Entrant,Dropout
Balingasag,Construction Painting NC II,44,Male,Senior High,Underemployed,Painting,Construction,Experienced Worker,Dropout
Caridad,Bookkeeping NC II,21,Female,Junior High,Unemployed,Bookkeeping,Business,Career Shifter,Dropout
Lag-asan,Landscape Installation and Maintenance (Softscape),40,Female,Elementary Graduate,Wage Employed,Landscaping,Agriculture,Experienced Worker,Dropout
Mailum,Electrical Installation and Maintenance NC II,38,Male,Junior High,Underemployed,Electrical Repair,Hospitality,Returning Learner,Graduate
Malingin,Carpentry NC II,21,Male,College Undergraduate,Underemployed,Carpentry,Construction,Returning Learner,Dropout
Atipuluan,Bread and Pastry NC II,33,Male,Junior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Bagroy,Shielded Metal Arc Welding NC I,20,Female,Junior High,Underemployed,Welding,Construction,New Entrant,Graduate
Tabunan,Carpentry NC II,31,Male,Elementary Graduate,Underemployed,Machining,Manufacturing,Career Shifter,Dropout
Balingasag,Landscape Installation and Maintenance (Softscape),21,Female,Junior High,Self-employed,Landscaping,Agriculture,Returning Learner,Graduate
Malingin,Machining NC I,21,Female,College Undergraduate,Wage Employed,Machining,Manufacturing,Experienced Worker,Graduate
Bagroy,Organic Agriculture Production NC II,27,Female,Senior High,Unemployed,Organic Farming,Agriculture,Experienced Worker,Graduate
Ilijan,Bookkeeping NC II,23,Female,Junior High,Unemployed,Bookkeeping,Business,Returning Learner,Dropout
Napoles,HEO (Forklift) NC II,32,Female,College Undergraduate,Self-employed,Heavy Equipment Operation,Business,Experienced Worker,Dropout
Dulao,Machining NC I,30,Female,Senior High,Unemployed,Machining,Transportation,New Entrant,Dropout
Poblacion,Carpentry NC II,28,Male,Junior High,Underemployed,Carpentry,Construction,Experienced Worker,Graduate
Poblacion,Computer Systems Servicing NC II,24,Female,College Graduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Tabunan,Organic Agriculture Production NC II,21,Female,Junior High,Underemployed,Organic Farming,Agriculture,New Entrant,Graduate
Malingin,Cookery NC II,24,Male,Senior High,Wage Employed,Cooking,Hospitality,New Entrant,Graduate
Balingasag,Electronic Products Assembly and Servicing NC II,37,Male,Junior High,Unemployed,Electronics,Manufacturing,Career Shifter,Dropout
Ma-ao,Electrical Installation and Maintenance NC II,25,Female,College Undergraduate,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Mailum,Shielded Metal Arc Welding NC I,31,Female,Elementary Graduate,Unemployed,Welding,Construction,New Entrant,Dropout
Bacong,HEO (Wheel Loader) NC II,37,Male,Senior High,Underemployed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Alianza,HEO (Forklift) NC II,35,Male,College Undergraduate,Underemployed,Baking,Hospitality,Career Shifter,Graduate
Napoles,Machining NC II,25,Male,Elementary Graduate,Underemployed,Machining,Manufacturing,Career Shifter,Dropout
Bacong,Bread and Pastry NC II,22,Female,College Undergraduate,Underemployed,Baking,Hospitality,Career Shifter,Dropout
Lag-asan,HEO (Hydraulic Excavator) NC II,18,Male,Junior High,Underemployed,Heavy Equipment Operation,Construction,New Entrant,Graduate
Mailum,Bookkeeping NC II,37,Male,College Graduate,Self-employed,Bookkeeping,Business,Experienced Worker,Graduate
Mailum,Electronic Products Assembly and Servicing NC II,23,Male,Senior High,Underemployed,Electronics,Manufacturing,New Entrant,Dropout
Bacong,Electronic Products Assembly and Servicing NC II,38,Male,Senior High,Unemployed,Electronics,Manufacturing,Returning Learner,Graduate
Atipuluan,Computer Systems Servicing NC II,33,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Caridad,Landscape Installation and Maintenance (Softscape),20,Female,Junior High,Wage Employed,Landscaping,Agriculture,Experienced Worker,Graduate
Busay,Electrical Installation and Maintenance NC II,28,Male,Senior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Pacol,Construction Painting NC II,35,Male,Senior High,Self-employed,Painting,Construction,New Entrant,Graduate
Bacong,Landscape Installation and Maintenance (Softscape),20,Female,Elementary Graduate,Wage Employed,Landscaping,Agriculture,Returning Learner,Graduate
Sagasa,Landscape Installation and Maintenance (Softscape),38,Female,Senior High,Unemployed,Landscaping,Business,New Entrant,Graduate
Malingin,Driving NC II,29,Male,Junior High,Self-employed,Driving,Transportation,Returning Learner,Dropout
Poblacion,Trainers Methodology Level I,24,Male,Senior High,Underemployed,Organic Farming,Agriculture,New Entrant,Graduate
Bacong,Shielded Metal Arc Welding NC II,49,Female,College Graduate,Underemployed,Machining,Education,New Entrant,Graduate
Binubuhan,Cookery NC II,41,Female,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Ilijan,HEO (Forklift) NC II,20,Female,Elementary Graduate,Self-employed,Electronics,Manufacturing,Career Shifter,Graduate
Busay,Electronic Products Assembly and Servicing NC II,23,Male,College Undergraduate,Wage Employed,Training Delivery,Education,Career Shifter,Dropout
Busay,Cookery NC II,22,Female,Junior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Binubuhan,Landscape Installation and Maintenance (Softscape),38,Male,Senior High,Unemployed,Landscaping,Agriculture,New Entrant,Graduate
Calumangan,Machining NC I,34,Female,College Undergraduate,Self-employed,Machining,Manufacturing,Experienced Worker,Graduate
Calumangan,Organic Agriculture Production NC II,42,Male,Senior High,Self-employed,Organic Farming,Agriculture,Experienced Worker,Dropout
Ilijan,Machining NC II,37,Male,Junior High,Underemployed,Welding,Construction,Career Shifter,Graduate
Mailum,Machining NC II,45,Male,College Undergraduate,Self-employed,Masonry,Construction,New Entrant,Graduate
Alianza,Construction Painting NC II,30,Male,Junior High,Unemployed,Painting,Construction,New Entrant,Dropout
Alianza,Bookkeeping NC II,28,Female,Senior High,Underemployed,Bookkeeping,Business,Career Shifter,Dropout
Napoles,Cookery NC II,25,Male,College Undergraduate,Wage Employed,Cooking,Hospitality,Returning Learner,Graduate
Caridad,Machining NC II,22,Male,Elementary Graduate,Underemployed,Machining,Manufacturing,New Entrant,Graduate
Napoles,Electrical Installation and Maintenance NC II,20,Female,Junior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Dropout
Tabunan,Machining NC II,25,Male,Senior High,Underemployed,Machining,Manufacturing,Returning Learner,Graduate
Bacong,Landscape Installation and Maintenance (Softscape),25,Female,College Undergraduate,Unemployed,Landscaping,Agriculture,New Entrant,Graduate
Bagroy,Organic Agriculture Production NC II,25,Male,Junior High,Self-employed,Organic Farming,Education,Returning Learner,Graduate
Balingasag,Electrical Installation and Maintenance NC II,26,Female,Senior High,Unemployed,Electrical Repair,Construction,Returning Learner,Dropout
Poblacion,Carpentry NC II,37,Female,College Undergraduate,Self-employed,Carpentry,Construction,New Entrant,Dropout
Alianza,Trainers Methodology Level I,54,Female,College Graduate,Self-employed,Training Delivery,Education,Experienced Worker,Graduate
Binubuhan,Electrical Installation and Maintenance NC II,22,Female,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Bagroy,Machining NC II,32,Male,Junior High,Self-employed,Machining,Manufacturing,Experienced Worker,Dropout
Napoles,Machining NC I,24,Male,Senior High,Wage Employed,Machining,Manufacturing,Returning Learner,Graduate
Pacol,Trainers Methodology Level I,28,Male,College Graduate,Wage Employed,Training Delivery,Education,Returning Learner,Graduate
Mailum,Shielded Metal Arc Welding NC I,29,Male,Senior High,Self-employed,Welding,Construction,Experienced Worker,Graduate
Atipuluan,Machining NC I,32,Male,College Graduate,Self-employed,Machining,Manufacturing,Experienced Worker,Graduate
Calumangan,HEO (Hydraulic Excavator) NC II,46,Male,College Undergraduate,Unemployed,Heavy Equipment Operation,Construction,Experienced Worker,Graduate
Bacong,HEO (Bulldozer) NC II,41,Female,College Undergraduate,Unemployed,Computer Literacy,ICT,Career Shifter,Dropout
Atipuluan,Electrical Installation and Maintenance NC II,20,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Tabunan,Driving NC II,36,Male,Junior High,Self-employed,Driving,Transportation,Experienced Worker,Dropout
Atipuluan,Electronic Products Assembly and Servicing NC II,39,Male,College Undergraduate,Unemployed,Electronics,Manufacturing,New Entrant,Graduate
Ilijan,Electronic Products Assembly and Servicing NC II,33,Female,Senior High,Unemployed,Electronics,Manufacturing,Experienced Worker,Dropout
Bacong,Trainers Methodology Level I,40,Male,Senior High,Wage Employed,Training Delivery,Education,Experienced Worker,Graduate
Napoles,Construction Painting NC II,41,Male,Senior High,Unemployed,Painting,Construction,New Entrant,Graduate
Napoles,Electronic Products Assembly and Servicing NC II,34,Female,Senior High,Unemployed,Electronics,Manufacturing,New Entrant,Graduate
Calumangan,Shielded Metal Arc Welding NC I,18,Male,Senior High,Underemployed,Welding,Construction,New Entrant,Graduate
Poblacion,Driving NC II,31,Male,Elementary Graduate,Self-employed,Driving,Transportation,Experienced Worker,Dropout
Abuanan,Electronic Products Assembly and Servicing NC II,21,Female,Senior High,Unemployed,Electronics,Manufacturing,Returning Learner,Graduate
Bacong,Electronic Products Assembly and Servicing NC II,22,Male,Senior High,Underemployed,Electronics,Manufacturing,New Entrant,Graduate
Pacol,Bread and Pastry NC II,32,Female,Junior High,Underemployed,Baking,Hospitality,New Entrant,Dropout
Tabunan,HEO (Forklift) NC II,27,Male,Elementary Graduate,Self-employed,Landscaping,Agriculture,Career Shifter,Dropout
Bacong,Masonry NC I,25,Female,Junior High,Unemployed,Masonry,Construction,Returning Learner,Graduate
Caridad,Bread and Pastry NC II,46,Female,College Undergraduate,Unemployed,Baking,Hospitality,Returning Learner,Dropout
Binubuhan,Bread and Pastry NC II,42,Male,Senior High,Unemployed,Baking,Hospitality,New Entrant,Graduate
Atipuluan,Organic Agriculture Production NC II,42,Male,Junior High,Unemployed,Organic Farming,Agriculture,New Entrant,Dropout
Lag-asan,Bread and Pastry NC II,34,Female,Elementary Graduate,Underemployed,Baking,Hospitality,New Entrant,Graduate
Busay,Electrical Installation and Maintenance NC II,32,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,Returning Learner,Dropout
Bacong,Landscape Installation and Maintenance (Softscape),23,Male,Elementary Graduate,Underemployed,Landscaping,Agriculture,Career Shifter,Dropout
Caridad,Driving NC II,41,Male,Senior High,Wage Employed,Painting,Construction,New Entrant,Dropout
Balingasag,HEO (Hydraulic Excavator) NC II,26,Male,Senior High,Underemployed,Painting,Construction,Career Shifter,Dropout
Pacol,Cookery NC II,39,Female,Senior High,Wage Employed,Cooking,Hospitality,Career Shifter,Dropout
Malingin,Trainers Methodology Level I,41,Female,Senior High,Underemployed,Training Delivery,Education,Returning Learner,Dropout
Bacong,Carpentry NC II,23,Male,Senior High,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Balingasag,Organic Agriculture Production NC II,18,Male,Senior High,Self-employed,Organic Farming,Agriculture,New Entrant,Dropout
Alianza,Electronic Products Assembly and Servicing NC II,35,Male,Senior High,Underemployed,Painting,ICT,Career Shifter,Graduate
Busay,Construction Painting NC II,26,Male,Senior High,Self-employed,Painting,Construction,Experienced Worker,Dropout
Busay,Cookery NC II,40,Female,Senior High,Unemployed,Cooking,Hospitality,New Entrant,Dropout
Lag-asan,Construction Painting NC II,35,Male,Junior High,Unemployed,Painting,Construction,Career Shifter,Dropout
Balingasag,Electrical Installation and Maintenance NC II,20,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Caridad,Electronic Products Assembly and Servicing NC II,41,Female,College Undergraduate,Unemployed,Electronics,Manufacturing,New Entrant,Graduate
Busay,Cookery NC II,45,Female,Senior High,Self-employed,Cooking,Hospitality,Experienced Worker,Graduate
Malingin,Machining NC I,47,Male,College Undergraduate,Unemployed,Machining,Manufacturing,Returning Learner,Graduate
Ilijan,HEO (Forklift) NC II,33,Female,Junior High,Self-employed,Heavy Equipment Operation,Construction,New Entrant,Graduate
Tabunan,Organic Agriculture Production NC II,37,Female,Junior High,Unemployed,Organic Farming,Agriculture,New Entrant,Dropout
Bagroy,Organic Agriculture Production NC II,30,Female,College Undergraduate,Wage Employed,Heavy Equipment Operation,Construction,Career Shifter,Graduate
Ilijan,Trainers Methodology Level I,27,Female,College Graduate,Self-employed,Training Delivery,Education,Experienced Worker,Graduate
Balingasag,Electrical Installation and Maintenance NC II,32,Male,Junior High,Self-employed,Electrical Repair,Construction,Career Shifter,Dropout
Binubuhan,Bookkeeping NC II,44,Female,College Graduate,Wage Employed,Bookkeeping,Business,Experienced Worker,Dropout
Abuanan,Shielded Metal Arc Welding NC I,23,Male,Junior High,Self-employed,Welding,Construction,Experienced Worker,Dropout
Busay,Machining NC II,26,Male,Senior High,Unemployed,Machining,Manufacturing,New Entrant,Dropout
Malingin,Machining NC I,33,Female,Elementary Graduate,Unemployed,Machining,Manufacturing,Career Shifter,Dropout
Binubuhan,HEO (Wheel Loader) NC II,34,Male,Junior High,Underemployed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Abuanan,Electrical Installation and Maintenance NC II,19,Male,Junior High,Wage Employed,Electrical Repair,Construction,Returning Learner,Graduate
Ilijan,Bookkeeping NC II,24,Female,Junior High,Unemployed,Bookkeeping,Construction,Experienced Worker,Dropout
Caridad,Cookery NC II,31,Female,Senior High,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Busay,HEO (Hydraulic Excavator) NC II,39,Male,Junior High,Underemployed,Heavy Equipment Operation,Construction,Experienced Worker,Graduate
Dulao,Construction Painting NC II,35,Male,Junior High,Unemployed,Welding,Construction,Returning Learner,Dropout
Malingin,Electrical Installation and Maintenance NC II,41,Male,Senior High,Unemployed,Electrical Repair,Construction,Experienced Worker,Graduate
Lag-asan,Cookery NC II,31,Male,Elementary Graduate,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Caridad,Masonry NC I,19,Male,Elementary Graduate,Underemployed,Masonry,Construction,Career Shifter,Dropout
Busay,Shielded Metal Arc Welding NC II,39,Male,Junior High,Unemployed,Welding,Construction,Career Shifter,Graduate
Caridad,Construction Painting NC II,28,Female,Senior High,Self-employed,Painting,Agriculture,Experienced Worker,Graduate
Busay,Landscape Installation and Maintenance (Softscape),19,Female,Elementary Graduate,Wage Employed,Landscaping,Agriculture,Returning Learner,Dropout
Busay,HEO (Hydraulic Excavator) NC II,48,Male,College Undergraduate,Underemployed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Ma-ao,Machining NC I,19,Female,Elementary Graduate,Self-employed,Machining,Manufacturing,Experienced Worker,Dropout
Taloc,Organic Agriculture Production NC II,41,Male,Junior High,Wage Employed,Organic Farming,Agriculture,Experienced Worker,Graduate
Ma-ao,Electronic Products Assembly and Servicing NC II,38,Female,College Undergraduate,Underemployed,Electronics,Manufacturing,New Entrant,Dropout
Poblacion,Driving NC II,30,Male,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Dropout
Caridad,Computer Systems Servicing NC II,31,Male,Elementary Graduate,Unemployed,Computer Literacy,ICT,Returning Learner,Graduate
Alianza,Shielded Metal Arc Welding NC II,42,Female,Senior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Lag-asan,Construction Painting NC II,19,Male,College Undergraduate,Wage Employed,Painting,Education,Experienced Worker,Dropout
Poblacion,Trainers Methodology Level I,41,Female,College Undergraduate,Self-employed,Training Delivery,Education,Returning Learner,Graduate
Bagroy,Bread and Pastry NC II,34,Female,Senior High,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Abuanan,Construction Painting NC II,18,Male,Senior High,Self-employed,Painting,Construction,Experienced Worker,Dropout
Tabunan,Masonry NC I,18,Male,Junior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Bacong,Organic Agriculture Production NC II,27,Male,Junior High,Underemployed,Organic Farming,Agriculture,New Entrant,Dropout
Taloc,Cookery NC II,40,Female,Junior High,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Pacol,Bread and Pastry NC II,31,Female,Junior High,Unemployed,Baking,Education,New Entrant,Graduate
Taloc,Electronic Products Assembly and Servicing NC II,28,Male,Junior High,Unemployed,Electronics,Manufacturing,Experienced Worker,Dropout
Taloc,Masonry NC I,45,Male,Senior High,Wage Employed,Masonry,Construction,Experienced Worker,Dropout
Caridad,Cookery NC II,20,Male,Senior High,Unemployed,Cooking,Hospitality,Career Shifter,Dropout
Taloc,Construction Painting NC II,26,Female,Elementary Graduate,Unemployed,Painting,Construction,New Entrant,Graduate
Pacol,Machining NC I,26,Male,Senior High,Underemployed,Machining,Manufacturing,Returning Learner,Dropout
Atipuluan,Organic Agriculture Production NC II,44,Female,Senior High,Self-employed,Organic Farming,Agriculture,Experienced Worker,Graduate
Balingasag,Organic Agriculture Production NC II,26,Male,Senior High,Underemployed,Organic Farming,Agriculture,Experienced Worker,Dropout
Caridad,Masonry NC II,26,Male,Senior High,Underemployed,Masonry,Construction,New Entrant,Dropout
Atipuluan,HEO (Forklift) NC II,20,Male,Senior High,Wage Employed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Poblacion,Construction Painting NC II,19,Male,Elementary Graduate,Unemployed,Painting,Construction,New Entrant,Dropout
Alianza,Landscape Installation and Maintenance (Softscape),21,Male,Senior High,Unemployed,Landscaping,Agriculture,New Entrant,Dropout
Tabunan,Landscape Installation and Maintenance (Softscape),28,Male,Senior High,Self-employed,Landscaping,Agriculture,New Entrant,Graduate
Abuanan,Construction Painting NC II,39,Female,Senior High,Underemployed,Painting,Construction,Experienced Worker,Dropout
Bacong,Electronic Products Assembly and Servicing NC II,33,Male,College Graduate,Self-employed,Electronics,Manufacturing,Returning Learner,Graduate
Busay,Driving NC II,21,Male,Junior High,Underemployed,Driving,Transportation,New Entrant,Dropout
Alianza,Masonry NC II,30,Male,Junior High,Self-employed,Masonry,Construction,Experienced Worker,Graduate
Bacong,Organic Agriculture Production NC II,23,Female,Senior High,Underemployed,Organic Farming,Agriculture,New Entrant,Dropout
Pacol,Shielded Metal Arc Welding NC I,20,Male,Senior High,Unemployed,Welding,Construction,New Entrant,Dropout
Alianza,Machining NC II,26,Male,Senior High,Self-employed,Machining,Manufacturing,Experienced Worker,Graduate
Taloc,Computer Systems Servicing NC II,31,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Dulao,Driving NC II,46,Female,College Undergraduate,Underemployed,Driving,Transportation,Career Shifter,Graduate
Lag-asan,Computer Systems Servicing NC II,54,Male,College Graduate,Self-employed,Computer Literacy,Business,Experienced Worker,Dropout
